date,location,Dnt_item_name,quantity_sold,sale_price,Donut_Sales,Drink_Item,Drink_Units_Sold,Drink_Price,Drink_Sales,Total_Sales,promotion,Customer_Rating,Payment_Method,time_of_day,quantity_made,waste
2/15/2024,Los Angeles,Vanilla Frosted,78,2.53,197.34,Smoothie,47,3.75,176.25,373.59,No,4,Cash,Afternoon,91,13
1/24/2024,Boston,Powdered Sugar,47,3.36,157.92,Hot Chocolate,14,2.25,31.5,189.42,Yes,3.3,Cash,Morning,62,15
2/1/2024,Los Angeles,Chocolate Frosted,50,1.6,80,Smoothie,46,3.75,172.5,252.5,Yes,4.6,Credit Card,Morning,66,16
2/16/2024,Boston,Powdered Sugar,71,1.3,92.3,Latte,3,3.5,10.5,102.8,No,3.5,Credit Card,Evening,84,13
3/26/2024,Miami,Cinnamon,69,1.49,102.81,Cappuccino,39,3.25,126.75,229.56,No,4,Cash,Evening,86,17
1/23/2024,Boston,Powdered Sugar,23,3.22,74.06,Smoothie,15,3.75,56.25,130.31,No,3.6,Mobile Payment,Evening,28,5
3/6/2024,Chicago,Cinnamon,98,2.61,255.78,Cappuccino,27,3.25,87.75,343.53,Yes,3.3,Cash,Morning,114,16
1/27/2024,Chicago,Cinnamon,93,1.71,159.03,Hot Chocolate,15,2.25,33.75,192.78,No,4.3,Mobile Payment,Afternoon,119,26
1/2/2024,Chicago,Blueberry Cake,11,3.04,33.44,Iced Tea,3,2,6,39.44,No,3.1,Cash,Afternoon,13,2
3/30/2024,Chicago,Glazed,79,3.15,248.85,Hot Coffee,44,2,88,336.85,No,4.5,Mobile Payment,Morning,103,24
1/17/2024,Los Angeles,Blueberry Cake,26,3.12,81.12,Hot Coffee,25,2,50,131.12,No,3.6,Cash,Afternoon,30,4
2/2/2024,Miami,Cinnamon,98,3.3,323.4,Iced Tea,27,2,54,377.4,No,3,Mobile Payment,Evening,125,27
1/9/2024,Boston,Jelly,37,1.63,60.31,Iced Tea,31,2,62,122.31,Yes,4,Cash,Afternoon,43,6
2/12/2024,Boston,Old Fashioned,75,2.89,216.75,Iced Tea,44,2,88,304.75,No,3.1,Cash,Afternoon,82,7
2/17/2024,Chicago,Cinnamon,44,2.15,94.6,Iced Coffee,1,2.5,2.5,97.1,No,3.6,Mobile Payment,Afternoon,56,12
2/8/2024,Chicago,Blueberry Cake,14,3.1,43.4,Hot Coffee,30,2,60,103.4,No,4.4,Credit Card,Evening,15,1
4/2/2024,New York,Jelly,74,2.82,208.68,Iced Tea,2,2,4,212.68,No,3.1,Mobile Payment,Morning,89,15
2/11/2024,Miami,Blueberry Cake,49,2.94,144.06,Iced Coffee,7,2.5,17.5,161.56,Yes,4.7,Credit Card,Evening,63,14
1/26/2024,Los Angeles,Powdered Sugar,85,2.64,224.4,Espresso,23,2.75,63.25,287.65,Yes,3,Cash,Morning,113,28
4/8/2024,Boston,Strawberry Frosted,65,1.44,93.6,Smoothie,14,3.75,52.5,146.1,Yes,3.5,Mobile Payment,Morning,82,17
2/19/2024,New York,Vanilla Frosted,45,2.36,106.2,Iced Coffee,42,2.5,105,211.2,No,4.5,Mobile Payment,Morning,57,12
1/25/2024,New York,Chocolate Frosted,54,3.46,186.84,Hot Coffee,30,2,60,246.84,No,3.6,Mobile Payment,Afternoon,64,10
1/24/2024,Boston,Blueberry Cake,32,3.34,106.88,Hot Chocolate,8,2.25,18,124.88,Yes,3.2,Credit Card,Afternoon,37,5
1/13/2024,Los Angeles,Chocolate Frosted,56,1.11,62.16,Espresso,38,2.75,104.5,166.66,Yes,3.7,Credit Card,Morning,68,12
2/29/2024,New York,Boston Kreme,40,1.41,56.4,Hot Coffee,44,2,88,144.4,Yes,3.5,Cash,Morning,51,11
1/7/2024,New York,Blueberry Cake,20,1.33,26.6,Smoothie,1,3.75,3.75,30.35,No,4.7,Credit Card,Afternoon,25,5
2/26/2024,Miami,Strawberry Frosted,19,2.81,53.39,Iced Coffee,7,2.5,17.5,70.89,No,3.6,Credit Card,Evening,23,4
2/5/2024,Los Angeles,Chocolate Frosted,76,3.04,231.04,Latte,6,3.5,21,252.04,Yes,4.6,Cash,Morning,99,23
2/14/2024,New York,Cinnamon,23,1.53,35.19,Cappuccino,43,3.25,139.75,174.94,Yes,4.8,Mobile Payment,Evening,25,2
1/20/2024,Los Angeles,Blueberry Cake,89,2.26,201.14,Smoothie,38,3.75,142.5,343.64,Yes,3.9,Mobile Payment,Afternoon,106,17
3/5/2024,Boston,Glazed,83,3.1,257.3,Hot Coffee,41,2,82,339.3,No,4.8,Cash,Morning,96,13
1/8/2024,Chicago,Vanilla Frosted,19,2.83,53.77,Iced Tea,15,2,30,83.77,No,3.8,Mobile Payment,Evening,22,3
1/16/2024,New York,Strawberry Frosted,85,2.36,200.6,Iced Coffee,34,2.5,85,285.6,No,4.9,Credit Card,Evening,101,16
1/14/2024,Miami,Chocolate Frosted,10,2.48,24.8,Iced Tea,29,2,58,82.8,Yes,3.2,Cash,Evening,12,2
3/16/2024,Boston,Strawberry Frosted,14,2.27,31.78,Iced Tea,9,2,18,49.78,Yes,4.4,Cash,Afternoon,16,2
3/27/2024,Los Angeles,Jelly,29,1.74,50.46,Iced Tea,37,2,74,124.46,No,4,Cash,Afternoon,32,3
1/15/2024,Boston,Vanilla Frosted,17,2.41,40.97,Iced Tea,17,2,34,74.97,Yes,3.8,Mobile Payment,Evening,19,2
4/1/2024,New York,Cinnamon,52,2.72,141.44,Iced Tea,49,2,98,239.44,No,4.3,Cash,Evening,65,13
4/7/2024,Los Angeles,Blueberry Cake,85,3.18,270.3,Espresso,4,2.75,11,281.3,Yes,4.4,Cash,Afternoon,104,19
3/6/2024,Chicago,Blueberry Cake,10,2.59,25.9,Hot Coffee,28,2,56,81.9,Yes,3,Cash,Evening,11,1
2/1/2024,Boston,Blueberry Cake,66,2.9,191.4,Smoothie,38,3.75,142.5,333.9,Yes,3.3,Mobile Payment,Evening,73,7
3/27/2024,New York,Vanilla Frosted,73,1.4,102.2,Hot Coffee,33,2,66,168.2,Yes,4.4,Credit Card,Afternoon,90,17
3/3/2024,Miami,Glazed,93,2.15,199.95,Smoothie,42,3.75,157.5,357.45,No,4.3,Cash,Evening,103,10
3/26/2024,Los Angeles,Boston Kreme,37,1.02,37.74,Cappuccino,44,3.25,143,180.74,Yes,4.9,Credit Card,Evening,46,9
2/20/2024,Boston,Old Fashioned,46,1.62,74.52,Iced Coffee,22,2.5,55,129.52,No,4.5,Mobile Payment,Evening,57,11
1/25/2024,Boston,Powdered Sugar,56,2.82,157.92,Latte,4,3.5,14,171.92,No,4.9,Mobile Payment,Afternoon,62,6
2/27/2024,Chicago,Chocolate Frosted,85,3.48,295.8,Espresso,29,2.75,79.75,375.55,No,4.4,Mobile Payment,Evening,94,9
3/3/2024,Chicago,Glazed,46,1.25,57.5,Iced Coffee,5,2.5,12.5,70,Yes,3.6,Mobile Payment,Afternoon,59,13
3/2/2024,Miami,Cinnamon,58,2,116,Espresso,45,2.75,123.75,239.75,No,3.2,Credit Card,Afternoon,68,10
1/22/2024,Miami,Chocolate Frosted,53,3,159,Smoothie,43,3.75,161.25,320.25,No,4.6,Cash,Morning,64,11
2/27/2024,New York,Blueberry Cake,65,1.51,98.15,Hot Coffee,3,2,6,104.15,No,4.3,Mobile Payment,Morning,85,20
2/27/2024,New York,Strawberry Frosted,37,2.39,88.43,Iced Tea,28,2,56,144.43,Yes,3.1,Mobile Payment,Evening,47,10
3/26/2024,Miami,Cinnamon,88,2.83,249.04,Cappuccino,22,3.25,71.5,320.54,Yes,3.7,Credit Card,Afternoon,114,26
2/18/2024,Miami,Chocolate Frosted,15,2.54,38.1,Cappuccino,5,3.25,16.25,54.35,No,4.9,Credit Card,Morning,19,4
2/21/2024,Los Angeles,Blueberry Cake,70,1.47,102.9,Hot Chocolate,31,2.25,69.75,172.65,Yes,4,Mobile Payment,Evening,82,12
2/11/2024,Chicago,Chocolate Frosted,29,1.89,54.81,Latte,41,3.5,143.5,198.31,No,3.9,Cash,Morning,33,4
3/10/2024,New York,Strawberry Frosted,87,2.96,257.52,Cappuccino,17,3.25,55.25,312.77,No,3.9,Cash,Morning,113,26
1/15/2024,Chicago,Blueberry Cake,11,2.39,26.29,Iced Tea,14,2,28,54.29,Yes,3.4,Mobile Payment,Afternoon,13,2
2/23/2024,Chicago,Boston Kreme,82,1.01,82.82,Hot Coffee,39,2,78,160.82,No,3.7,Credit Card,Afternoon,97,15
2/29/2024,Miami,Glazed,46,2.9,133.4,Latte,31,3.5,108.5,241.9,Yes,3.7,Mobile Payment,Morning,61,15
4/6/2024,Los Angeles,Jelly,29,1.09,31.61,Smoothie,8,3.75,30,61.61,Yes,3.1,Mobile Payment,Morning,33,4
1/8/2024,Boston,Powdered Sugar,35,2.86,100.1,Iced Coffee,36,2.5,90,190.1,No,4.5,Credit Card,Afternoon,41,6
2/22/2024,Los Angeles,Vanilla Frosted,38,1.51,57.38,Smoothie,9,3.75,33.75,91.13,Yes,3.8,Mobile Payment,Evening,41,3
2/29/2024,Los Angeles,Powdered Sugar,10,3.4,34,Iced Tea,19,2,38,72,Yes,4.6,Mobile Payment,Afternoon,11,1
1/5/2024,Chicago,Cinnamon,44,1.92,84.48,Iced Tea,5,2,10,94.48,No,4.7,Mobile Payment,Morning,51,7
3/8/2024,Los Angeles,Powdered Sugar,79,1.82,143.78,Cappuccino,47,3.25,152.75,296.53,No,3.4,Credit Card,Evening,88,9
1/6/2024,New York,Blueberry Cake,68,1.37,93.16,Latte,2,3.5,7,100.16,Yes,4.3,Cash,Morning,79,11
4/5/2024,Chicago,Boston Kreme,78,1.76,137.28,Hot Coffee,41,2,82,219.28,Yes,3.9,Cash,Evening,95,17
4/3/2024,New York,Jelly,42,3.19,133.98,Smoothie,10,3.75,37.5,171.48,No,4.8,Credit Card,Morning,54,12
2/16/2024,Boston,Glazed,60,3.49,209.4,Hot Chocolate,42,2.25,94.5,303.9,Yes,3.4,Cash,Evening,73,13
4/8/2024,Chicago,Glazed,87,1.92,167.04,Smoothie,16,3.75,60,227.04,Yes,4.4,Mobile Payment,Evening,112,25
2/24/2024,Boston,Strawberry Frosted,21,2.12,44.52,Espresso,31,2.75,85.25,129.77,Yes,4.2,Cash,Morning,25,4
2/9/2024,Chicago,Vanilla Frosted,29,2.81,81.49,Espresso,3,2.75,8.25,89.74,Yes,3.6,Mobile Payment,Evening,33,4
2/21/2024,Miami,Chocolate Frosted,62,3.22,199.64,Hot Coffee,3,2,6,205.64,Yes,3.3,Cash,Afternoon,78,16
1/16/2024,Los Angeles,Boston Kreme,97,2.48,240.56,Hot Coffee,16,2,32,272.56,Yes,4.3,Credit Card,Morning,115,18
1/13/2024,Miami,Chocolate Frosted,52,1.98,102.96,Espresso,40,2.75,110,212.96,Yes,4.5,Cash,Afternoon,67,15
1/30/2024,Boston,Jelly,98,2.03,198.94,Hot Chocolate,18,2.25,40.5,239.44,No,3.6,Cash,Morning,112,14
1/19/2024,Los Angeles,Powdered Sugar,59,2.74,161.66,Latte,4,3.5,14,175.66,No,4.3,Cash,Evening,76,17
1/17/2024,Chicago,Glazed,38,1.01,38.38,Espresso,31,2.75,85.25,123.63,No,3.8,Credit Card,Evening,42,4
3/3/2024,Los Angeles,Jelly,66,2.55,168.3,Hot Coffee,21,2,42,210.3,No,4.4,Cash,Evening,84,18
1/19/2024,New York,Powdered Sugar,48,1.89,90.72,Cappuccino,5,3.25,16.25,106.97,No,3.4,Credit Card,Morning,60,12
4/1/2024,Los Angeles,Glazed,65,2.99,194.35,Iced Coffee,34,2.5,85,279.35,Yes,4.8,Mobile Payment,Afternoon,84,19
2/27/2024,New York,Powdered Sugar,52,1.23,63.96,Hot Chocolate,21,2.25,47.25,111.21,Yes,3.6,Cash,Afternoon,57,5
2/24/2024,Los Angeles,Vanilla Frosted,59,2.47,145.73,Iced Tea,0,2,0,145.73,Yes,3.7,Credit Card,Morning,74,15
3/30/2024,New York,Boston Kreme,32,2.2,70.4,Hot Chocolate,19,2.25,42.75,113.15,Yes,3.1,Credit Card,Morning,43,11
3/30/2024,Boston,Cinnamon,53,2.61,138.33,Cappuccino,21,3.25,68.25,206.58,No,3.2,Cash,Afternoon,63,10
3/2/2024,Miami,Jelly,47,1.16,54.52,Cappuccino,47,3.25,152.75,207.27,Yes,4,Mobile Payment,Afternoon,57,10
1/23/2024,Chicago,Jelly,93,2.45,227.85,Iced Tea,10,2,20,247.85,Yes,3.5,Credit Card,Afternoon,115,22
1/9/2024,Los Angeles,Old Fashioned,32,2.4,76.8,Smoothie,12,3.75,45,121.8,No,4.7,Cash,Afternoon,38,6
1/12/2024,Miami,Blueberry Cake,54,2.4,129.6,Hot Coffee,41,2,82,211.6,Yes,3,Mobile Payment,Morning,68,14
1/1/2024,Chicago,Vanilla Frosted,61,2.51,153.11,Espresso,2,2.75,5.5,158.61,Yes,3.8,Credit Card,Morning,77,16
2/27/2024,Chicago,Vanilla Frosted,89,2.69,239.41,Smoothie,8,3.75,30,269.41,No,3.7,Credit Card,Evening,113,24
1/1/2024,New York,Chocolate Frosted,59,3.01,177.59,Latte,11,3.5,38.5,216.09,Yes,3,Mobile Payment,Afternoon,65,6
2/3/2024,Boston,Powdered Sugar,17,1.67,28.39,Hot Chocolate,22,2.25,49.5,77.89,Yes,3.2,Mobile Payment,Evening,19,2
4/5/2024,Boston,Blueberry Cake,94,3.06,287.64,Iced Tea,13,2,26,313.64,Yes,3.8,Cash,Morning,125,31
2/17/2024,Miami,Boston Kreme,10,2.25,22.5,Hot Chocolate,32,2.25,72,94.5,Yes,4,Cash,Morning,13,3
3/29/2024,Boston,Boston Kreme,17,1.19,20.23,Smoothie,17,3.75,63.75,83.98,Yes,3.8,Credit Card,Evening,20,3
1/1/2024,Los Angeles,Vanilla Frosted,38,1.15,43.7,Cappuccino,48,3.25,156,199.7,No,4.1,Mobile Payment,Afternoon,46,8
1/16/2024,Boston,Boston Kreme,14,1.84,25.76,Espresso,40,2.75,110,135.76,No,4.2,Mobile Payment,Afternoon,16,2
3/1/2024,Miami,Old Fashioned,95,2.96,281.2,Hot Chocolate,8,2.25,18,299.2,No,3,Mobile Payment,Afternoon,108,13
3/4/2024,Boston,Jelly,56,2.77,155.12,Latte,22,3.5,77,232.12,No,3.9,Credit Card,Afternoon,66,10
3/3/2024,Los Angeles,Strawberry Frosted,43,2.97,127.71,Cappuccino,9,3.25,29.25,156.96,No,4.9,Mobile Payment,Evening,50,7
3/9/2024,New York,Cinnamon,74,2.29,169.46,Latte,18,3.5,63,232.46,No,4,Mobile Payment,Evening,90,16
1/22/2024,Miami,Chocolate Frosted,64,2.1,134.4,Espresso,46,2.75,126.5,260.9,Yes,4.4,Credit Card,Morning,74,10
4/2/2024,New York,Powdered Sugar,99,1.37,135.63,Hot Chocolate,4,2.25,9,144.63,No,3.6,Cash,Afternoon,128,29
3/7/2024,New York,Cinnamon,52,1.82,94.64,Iced Coffee,46,2.5,115,209.64,No,4.5,Cash,Afternoon,67,15
3/22/2024,Los Angeles,Powdered Sugar,53,2.71,135.5,Iced Coffee,15,2.5,37.5,173,Yes,3.8,Mobile Payment,Afternoon,60,7
5/2/2024,Boston,Vanilla Frosted,12,2.24,26.88,Cappuccino,21,3.25,68.25,95.13,Yes,5,Cash,Evening,14,2
2/14/2024,Chicago,Old Fashioned,13,2.54,38.1,Latte,31,3.5,108.5,146.6,No,3.2,Credit Card,Afternoon,16,3
4/11/2024,Miami,Blueberry Cake,15,3.17,44.38,Iced Coffee,37,2.5,92.5,136.88,Yes,3.8,Mobile Payment,Morning,19,4
3/31/2024,New York,Strawberry Frosted,15,2.43,34.02,Iced Tea,7,2,14,48.02,No,3.1,Credit Card,Morning,19,4
2/20/2024,Miami,Glazed,54,1.08,68.04,Iced Coffee,7,2.5,17.5,85.54,Yes,4.5,Cash,Afternoon,66,12
4/22/2024,Los Angeles,Jelly,65,3.33,186.48,Hot Chocolate,5,2.25,11.25,197.73,Yes,4.8,Credit Card,Afternoon,80,15
4/26/2024,Miami,Chocolate Frosted,108,2.72,261.12,Smoothie,13,3.75,48.75,309.87,No,3.6,Mobile Payment,Morning,142,34
4/14/2024,New York,Jelly,68,2.69,156.02,Hot Coffee,31,2,62,218.02,Yes,4.7,Mobile Payment,Afternoon,78,10
4/14/2024,Los Angeles,Vanilla Frosted,19,1.54,27.72,Smoothie,34,3.75,127.5,155.22,Yes,3.6,Credit Card,Morning,23,4
4/27/2024,Miami,Powdered Sugar,30,2.65,76.85,Hot Chocolate,9,2.25,20.25,97.1,Yes,4.8,Cash,Afternoon,34,4
5/9/2024,Los Angeles,Chocolate Frosted,67,1.98,138.6,Hot Chocolate,2,2.25,4.5,143.1,Yes,4.5,Credit Card,Afternoon,86,19
2/23/2024,Boston,Strawberry Frosted,51,2.63,115.72,Hot Coffee,11,2,22,137.72,No,4.6,Cash,Afternoon,65,14
2/2/2024,Boston,Strawberry Frosted,67,1.27,74.93,Iced Tea,48,2,96,170.93,No,3,Credit Card,Morning,77,10
2/21/2024,Miami,Glazed,74,2.64,240.24,Latte,30,3.5,105,345.24,Yes,4.9,Mobile Payment,Afternoon,91,17
3/23/2024,Los Angeles,Vanilla Frosted,57,3.5,248.5,Hot Chocolate,28,2.25,63,311.5,Yes,4.5,Cash,Morning,76,19
2/1/2024,New York,Old Fashioned,24,1.12,29.12,Latte,4,3.5,14,43.12,Yes,3.6,Cash,Morning,28,4
4/27/2024,Miami,Vanilla Frosted,109,3.44,333.68,Hot Chocolate,24,2.25,54,387.68,No,4.7,Cash,Afternoon,132,23
2/29/2024,Boston,Powdered Sugar,14,2.02,24.24,Espresso,40,2.75,110,134.24,No,3.6,Mobile Payment,Afternoon,17,3
3/8/2024,Boston,Jelly,35,3.18,130.38,Hot Coffee,30,2,60,190.38,No,4.7,Credit Card,Morning,40,5
2/1/2024,Miami,Strawberry Frosted,22,2.96,65.12,Hot Chocolate,20,2.25,45,110.12,No,3.2,Mobile Payment,Morning,28,6
4/3/2024,Los Angeles,Jelly,93,2.42,237.16,Espresso,19,2.75,52.25,289.41,Yes,4.4,Cash,Evening,107,14
3/30/2024,Boston,Jelly,97,2.85,233.7,Smoothie,38,3.75,142.5,376.2,Yes,4.1,Credit Card,Morning,129,32
2/20/2024,Los Angeles,Jelly,87,3.2,246.4,Cappuccino,21,3.25,68.25,314.65,Yes,3.2,Mobile Payment,Evening,112,25
3/3/2024,Boston,Strawberry Frosted,26,2.01,46.23,Espresso,3,2.75,8.25,54.48,No,3.5,Cash,Evening,33,7
4/15/2024,Boston,Cinnamon,19,1.82,36.4,Iced Coffee,12,2.5,30,66.4,Yes,3,Cash,Evening,22,3
3/28/2024,Chicago,Boston Kreme,62,2.67,173.55,Hot Chocolate,44,2.25,99,272.55,No,3.9,Mobile Payment,Afternoon,78,16
2/21/2024,Boston,Powdered Sugar,69,3.02,229.52,Espresso,41,2.75,112.75,342.27,No,3.6,Mobile Payment,Afternoon,87,18
4/28/2024,New York,Cinnamon,31,2.91,110.58,Latte,49,3.5,171.5,282.08,Yes,4.2,Mobile Payment,Morning,37,6
3/19/2024,Miami,Powdered Sugar,20,2.99,53.82,Cappuccino,48,3.25,156,209.82,Yes,3.6,Cash,Evening,25,5
4/30/2024,Miami,Chocolate Frosted,85,2.09,158.84,Iced Tea,19,2,38,196.84,Yes,3.6,Mobile Payment,Afternoon,94,9
3/29/2024,Los Angeles,Vanilla Frosted,40,3.04,103.36,Hot Chocolate,12,2.25,27,130.36,No,4.5,Cash,Afternoon,48,8
3/12/2024,Boston,Vanilla Frosted,101,1.3,110.5,Iced Coffee,16,2.5,40,150.5,No,3.1,Mobile Payment,Afternoon,115,14
5/1/2024,New York,Blueberry Cake,52,2.36,120.36,Iced Tea,35,2,70,190.36,Yes,4.8,Cash,Afternoon,58,6
3/30/2024,Los Angeles,Vanilla Frosted,19,1.01,18.18,Espresso,32,2.75,88,106.18,Yes,4.7,Cash,Afternoon,21,2
4/19/2024,Chicago,Strawberry Frosted,103,1.81,159.28,Iced Tea,0,2,0,159.28,No,4.3,Credit Card,Evening,127,24
2/14/2024,Los Angeles,Old Fashioned,55,1.92,94.08,Iced Tea,14,2,28,122.08,Yes,4.2,Mobile Payment,Evening,64,9
4/1/2024,Los Angeles,Glazed,30,1.99,67.66,Cappuccino,12,3.25,39,106.66,No,4.8,Mobile Payment,Evening,37,7
4/1/2024,Boston,Blueberry Cake,13,2.74,38.36,Smoothie,16,3.75,60,98.36,No,3.4,Cash,Evening,14,1
3/17/2024,Chicago,Glazed,17,1.97,39.4,Iced Tea,23,2,46,85.4,Yes,3.2,Cash,Morning,20,3
4/1/2024,Los Angeles,Powdered Sugar,80,2.12,144.16,Iced Tea,7,2,14,158.16,Yes,3.5,Cash,Evening,96,16
3/21/2024,New York,Glazed,101,1.59,154.23,Hot Chocolate,49,2.25,110.25,264.48,Yes,4.6,Credit Card,Afternoon,127,26
3/25/2024,New York,Glazed,78,1.93,169.84,Smoothie,26,3.75,97.5,267.34,Yes,3.1,Credit Card,Evening,90,12
4/3/2024,Miami,Blueberry Cake,50,1.57,73.79,Cappuccino,44,3.25,143,216.79,No,4.2,Cash,Morning,63,13
2/2/2024,Chicago,Chocolate Frosted,84,1.18,95.58,Iced Coffee,22,2.5,55,150.58,No,5,Mobile Payment,Afternoon,107,23
3/21/2024,Chicago,Jelly,13,2.51,35.14,Espresso,45,2.75,123.75,158.89,No,4.7,Mobile Payment,Evening,15,2
2/6/2024,Miami,Vanilla Frosted,48,2.67,152.19,Cappuccino,7,3.25,22.75,174.94,Yes,4,Credit Card,Evening,55,7
2/20/2024,Los Angeles,Vanilla Frosted,105,2.55,252.45,Cappuccino,7,3.25,22.75,275.2,No,3.1,Credit Card,Evening,116,11
4/12/2024,Chicago,Strawberry Frosted,27,2.16,58.32,Hot Coffee,25,2,50,108.32,Yes,4.7,Cash,Afternoon,34,7
3/9/2024,New York,Blueberry Cake,87,1.95,154.05,Cappuccino,46,3.25,149.5,303.55,Yes,4.2,Mobile Payment,Afternoon,96,9
2/17/2024,New York,Strawberry Frosted,46,3.16,145.36,Smoothie,12,3.75,45,190.36,Yes,3.2,Cash,Morning,60,14
2/3/2024,Boston,Old Fashioned,78,2.3,158.7,Hot Coffee,38,2,76,234.7,Yes,3.2,Credit Card,Afternoon,94,16
4/28/2024,Chicago,Old Fashioned,58,2.2,125.4,Espresso,36,2.75,99,224.4,Yes,4.8,Mobile Payment,Afternoon,74,16
3/30/2024,Los Angeles,Strawberry Frosted,88,1.06,91.16,Iced Tea,48,2,96,187.16,Yes,4.3,Mobile Payment,Evening,110,22
2/13/2024,Miami,Blueberry Cake,42,1.85,68.45,Hot Chocolate,27,2.25,60.75,129.2,No,4.7,Credit Card,Afternoon,54,12
2/8/2024,Miami,Strawberry Frosted,74,1.95,152.1,Hot Chocolate,24,2.25,54,206.1,Yes,4.8,Cash,Evening,86,12
4/29/2024,Los Angeles,Vanilla Frosted,73,2,172,Espresso,15,2.75,41.25,213.25,No,4.1,Cash,Evening,91,18
3/23/2024,Boston,Cinnamon,73,2.45,220.5,Espresso,1,2.75,2.75,223.25,No,4,Mobile Payment,Afternoon,86,13
2/1/2024,Miami,Boston Kreme,54,2.33,114.17,Smoothie,17,3.75,63.75,177.92,Yes,3.9,Credit Card,Morning,67,13
4/23/2024,Chicago,Glazed,56,2.52,136.08,Latte,16,3.5,56,192.08,Yes,3.6,Mobile Payment,Morning,71,15
5/1/2024,Boston,Boston Kreme,76,2.91,206.61,Iced Tea,29,2,58,264.61,Yes,3.9,Credit Card,Afternoon,96,20
3/30/2024,Chicago,Blueberry Cake,59,3.03,203.01,Espresso,38,2.75,104.5,307.51,No,4.5,Cash,Morning,79,20
4/10/2024,New York,Boston Kreme,64,2.8,212.8,Cappuccino,12,3.25,39,251.8,Yes,4.2,Credit Card,Evening,80,16
3/14/2024,Boston,Old Fashioned,52,3.39,220.35,Smoothie,31,3.75,116.25,336.6,No,4.8,Cash,Evening,61,9
2/7/2024,Miami,Powdered Sugar,46,1.05,51.45,Hot Chocolate,49,2.25,110.25,161.7,Yes,3.9,Credit Card,Afternoon,54,8
3/17/2024,Boston,Glazed,50,1.49,73.01,Iced Coffee,28,2.5,70,143.01,Yes,4.2,Mobile Payment,Morning,64,14
3/5/2024,Boston,Jelly,82,1.02,87.72,Smoothie,45,3.75,168.75,256.47,No,4.3,Cash,Morning,98,16
4/17/2024,Boston,Blueberry Cake,40,2.62,110.04,Hot Chocolate,29,2.25,65.25,175.29,No,4.2,Mobile Payment,Evening,44,4
4/20/2024,Boston,Glazed,17,3.25,48.75,Hot Coffee,17,2,34,82.75,Yes,4.4,Mobile Payment,Afternoon,19,2
3/6/2024,Chicago,Boston Kreme,91,1.61,156.17,Smoothie,12,3.75,45,201.17,No,3.5,Cash,Morning,109,18
3/20/2024,New York,Old Fashioned,28,3.32,92.96,Hot Chocolate,42,2.25,94.5,187.46,No,4,Cash,Afternoon,32,4
2/3/2024,Los Angeles,Chocolate Frosted,99,1.15,102.35,Latte,20,3.5,70,172.35,No,3.2,Mobile Payment,Morning,118,19
2/1/2024,Boston,Cinnamon,46,3.34,163.66,Smoothie,29,3.75,108.75,272.41,No,3.8,Mobile Payment,Evening,50,4
2/5/2024,Miami,Jelly,71,1.88,127.84,Smoothie,20,3.75,75,202.84,No,4,Mobile Payment,Evening,78,7
3/24/2024,Boston,Cinnamon,77,1.25,85,Iced Tea,47,2,94,179,Yes,4.3,Mobile Payment,Afternoon,99,22
2/3/2024,Miami,Glazed,67,2.21,125.97,Espresso,16,2.75,44,169.97,Yes,4.9,Cash,Evening,79,12
3/24/2024,Chicago,Old Fashioned,42,1.64,82,Iced Tea,39,2,78,160,No,4.2,Cash,Morning,51,9
5/2/2024,Miami,Old Fashioned,25,1.71,37.62,Smoothie,18,3.75,67.5,105.12,Yes,4.5,Mobile Payment,Evening,30,5
4/2/2024,Los Angeles,Boston Kreme,53,1.77,95.58,Espresso,14,2.75,38.5,134.08,Yes,4,Credit Card,Afternoon,60,7
2/17/2024,New York,Vanilla Frosted,88,3.01,294.98,Hot Chocolate,8,2.25,18,312.98,No,4.3,Credit Card,Afternoon,113,25
4/29/2024,Miami,Boston Kreme,60,2.35,145.7,Iced Coffee,9,2.5,22.5,168.2,Yes,3.1,Cash,Afternoon,75,15
3/14/2024,Miami,Vanilla Frosted,60,1.78,90.78,Iced Coffee,43,2.5,107.5,198.28,No,3.5,Mobile Payment,Morning,70,10
3/4/2024,New York,Vanilla Frosted,71,2.53,182.16,Smoothie,30,3.75,112.5,294.66,No,3.7,Mobile Payment,Morning,87,16
4/13/2024,Los Angeles,Jelly,33,2.79,100.44,Latte,22,3.5,77,177.44,Yes,3.9,Cash,Morning,43,10
4/1/2024,Boston,Boston Kreme,49,1.68,78.96,Hot Coffee,29,2,58,136.96,No,3.1,Credit Card,Morning,65,16
5/9/2024,Miami,Chocolate Frosted,61,2.03,140.07,Hot Chocolate,32,2.25,72,212.07,No,3.3,Credit Card,Morning,75,14
2/13/2024,New York,Strawberry Frosted,13,1.3,20.8,Espresso,8,2.75,22,42.8,No,3.6,Credit Card,Evening,15,2
5/4/2024,Chicago,Strawberry Frosted,11,1.45,20.3,Smoothie,46,3.75,172.5,192.8,No,4.9,Cash,Morning,13,2
3/18/2024,New York,Boston Kreme,45,2.7,145.8,Hot Chocolate,0,2.25,0,145.8,No,3.7,Credit Card,Morning,60,15
2/14/2024,Chicago,Boston Kreme,57,1.45,97.15,Smoothie,43,3.75,161.25,258.4,Yes,4,Cash,Evening,65,8
4/11/2024,Los Angeles,Cinnamon,34,2.31,92.4,Latte,34,3.5,119,211.4,Yes,3.4,Cash,Morning,45,11
